,,0,1,2,3,4,5,6,7
0.3563506603240967,0.015647193416953087,7A-4A3_1.mol2,2,1,8,-,2,2,1
0.39581334590911865,0.008369533345103264,4A-4A7_1.mol2,2,1,8,-,2,2,1
0.7062007188796997,0.013200098648667336,6A-4A4_2.mol2,2,1,8,-,2,2,1
