,,0,1,2,3,4,5,6,7
0.35635337233543396,0.015648286789655685,7A-4A3_1.mol2,2,1,8,-,2,2,1
0.36062824726104736,0.6764397621154785,9A-4A1_0.mol2,2,1,8,-,2,2,1
0.3958165645599365,0.6603368520736694,4A-4A7_1.mol2,2,1,8,-,2,2,1
0.3993595838546753,0.5122624039649963,3A-4A7_1.mol2,2,1,8,-,2,2,1
0.706202507019043,0.013200920075178146,6A-4A4_2.mol2,2,1,8,-,2,2,1
